id,Name_Eng,Name_Tel,Arohana_Swaras,Avarohana_Swaras,Arohana_Order,Avarohana_Order,category,melam_num,janaka_melam,janaka,chakra,alternates,one_swara_diff,src,is_vakra
4624,lavangi,లవంగి,"['s', 'r1', 'm1', 'd1', 's.']","['s.', 'd1', 'm1', 'r1', 's']",S|R1|M1|D1|S',S'|D1|M1|R1|S,స్వరాంతర,,1,కనకాంగి,,[],"['హంస', 'కర్ణాటకశుద్ధసావేరి', 'విదశోక', 'తాటిల్లటిక', 'తపనన్']",Raga pravaha by Dhandapani MN & D pattammal,0
4646,vakulabharanam,వకుళాభరణం,"['s', 'r1', 'g3', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|P|D1|N2|S',S'|N2|D1|P|M1|G3|R1|S,సంపూర్ణ,14,,,అగ్ని,['వకుళాభరణం'],"['తోడీ', 'ధన్యాసి', 'నలత్తం', 'చక్రవాకం', ' అసావేరి']",,0
4664,nadha tali,నాదతలి,"['s', 'r1', 'g2', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|N2|S',S'|N2|D1|P|M1|G2|R1|S,షాడవ-సంపూర్ణ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి', ' జీవన్పురీ']",,0
4674,anandabhairavi,ఆనందభైరవి,"['s', 'g2', 'r2', 'g2', 'm1', 'p', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g2', 'r2', 's']",S|G2|R2|G2|M1|P|S',S'|N2|D1|P|M1|G2|R2|S,ఔడవ-సంపూర్ణ,,20,నరభైరవి,,[],"['తోడీ', 'భైరవి', 'ఖరహరప్రియ', 'ధన్యాసి', 'కపి']",,1
4681,shoka varali,శోకవరాళి,"['s', 'g2', 'm1', 'r1', 'd1', 'p', 'm1', 'g2', 'r1', 'm1', 'g2', 's.']","['s.', 'g2', 'r1', 'm1', 'g2', 'm1', 'p', 'n3', 'd1', 'p', 'm1', 'g2', 'r1', 's']",S|G2|M1|N3|D1|P,P|M1|G2|R1|S,,,9,ధేనుక,,[],"['తోడీ', 'ధన్యాసి', 'మాయామాళవగౌళ రాగము', 'గౌళిపంతు', 'శుభపంతువరాళి']",,1
4685,kanavahini,కనవాహిని,"['s', 'r1', 'g1', 'm1', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g1', 's']",S|R1|G1|M1|D1|N2|S',S'|N2|D1|P|M1|G1|S,షాడవ,,2,రత్నాంగి,,[],"['తోడీ', 'ధన్యాసి', 'ఆనంద', ' అసావేరి', 'వసంతక']",Raga pravaha by Dhandapani MN & D pattammal,0
4699,natabharanam,నటాభరణం,"['s', 'r1', 'g2', 'm1', 'p', 'd2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g2', 'r1', 's']",S|R1|G2|M1|P|D2|S',S'|N2|D2|P|M1|G2|R1|S,షాడవ-సంపూర్ణ,,10,నాటకప్రియ,,['నటాభరణం'],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'కపి', 'శ్రీ']",,0
4712,hamsa natani,హంస నటని,"['s', 'g3', 'm1', 'p', 's.']","['s.', 'p', 'm1', 'g3', 'r1', 's']",S|G3|M1|P|S',S'|P|M1|G3|R1|S,స్వరాంతర-ఔడవ,,13,గాయకప్రియ,,[],"['రేవతీ', 'నాగస్వరవాలి', 'జగన్మోహిని', 'గౌళ', 'మలహరి']",,0
4725,hatakambari,హాటకాంబరి,"['s', 'r1', 'g3', 'm1', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'p', 'm1', 'g3', 'r1', 's']",S|R1|G3|M1|P|D3|N3|S',S'|N3|D3|P|M1|G3|R1|S,సంపూర్ణ,18,,,అగ్ని,[],"['సౌరాస్త్రం', 'మాయామాళవగౌళ రాగము', 'నాటా', 'గౌళిపంతు', 'ఆహిరి']",,0
4726,manavati,మానవతి,"['s', 'r1', 'g1', 'm1', 'p', 'd2', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g1', 'r1', 's']",S|R1|G1|M1|P|D2|N3|S',S'|N3|D2|P|M1|G1|R1|S,సంపూర్ణ,5,,,ఇందు,[],"['సౌరాస్త్రం', 'ఆహిరి', 'కోకిలప్రియ', 'వనస్పతి', ' గానమూర్తి']",,0
4742,navaneetham,నవనీతం,"['s', 'r1', 'g1', 'm2', 'p', 'd2', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm2', 'g1', 'r1', 's']",S|R1|G1|M2|P|D2|N2|S',S'|N2|D2|P|M2|G1|R1|S,సంపూర్ణ,40,,,ఋషి,[],"['రామప్రియ', 'వనస్పతి', ' షడ్విధమార్గిణి', ' ప్రతాపవరాలి', 'పావని']",,0
4748,bhuthanathan,భూతనాథన్,"['s', 'g2', 'p', 'd2', 's.']","['s.', 'd2', 'p', 'g2', 's']",S|G2|P|D2|S',S'|D2|P|G2|S,స్వరాంతర,,10,నాటకప్రియ,,[],"['వరుధం', 'వైజయంతి', 'తిరుమురైవడివం', 'సూర్యరంజని', 'శుక్తిజప్రియ']",,0
4751,huseni,హుసేని,"['s', 'r2', 'g2', 'm1', 's', 'p', 'm1', 'p', 'n2', 'd2', 's.']","['s.', 'n2', 'd2', 'm1', 'p', 'm1', 'g2', 'r2', 's']",S|R2|G2|M1|S|P|M1|P|N2|D2|N2|S',S'|N2|D2|M1|P|M1|G2|R2|S,సంపూర్ణ,,22,ఖరహరప్రియ,,[],"['భైరవి', 'కాంభోజి', 'ముఖరీ', 'యదుకులకాంభోజి', 'హరికాంభోజి']",,1
4754,natabhairavi,నరభైరవి,"['s', 'r2', 'g2', 'm1', 'p', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'g2', 'r2', 's']",S|R2|G2|M1|P|D1|N2|S',S'|N2|D1|P|M1|G2|R2|S,సంపూర్ణ,20,,,వేద,[],"['తోడీ', 'భైరవి', 'ఖరహరప్రియ', 'ధన్యాసి', 'కపి']",,0
4780,kannada salavi,కన్నడ సాలవి,"['s', 'r2', 'g2', 'm1', 'p', 'd1', 's.']","['s.', 'n2', 'd1', 'm1', 'g2', 's']",S|R2|G2|M1|P|D1|S',S'|N2|D1|M1|G2|S,షాడవ-ఔడవ,,20,నరభైరవి,,[],"['తోడీ', 'భైరవి', 'ఖరహరప్రియ', 'ధన్యాసి', 'కపి']",,0
4823,sahyaja,సహ్యజ,"['s', 'g1', 'm1', 'p', 'd3', 's.']","['s.', 'd3', 'p', 'm1', 'g1', 's']",S|G1|M1|P|D3|S',S'|D3|P|M1|G1|S,ఔడవ,,6,తానరూపి,,[],"['విఫణి', 'విలాసవతి', ' విభవరి', 'వరవర్ణిని', 'సాయుజ్యదాయని']",Raga pravaha by Dhandapani MN & D pattammal,0
4856,nagavarali,నాగవరాళి,"['s', 'r1', 'g2', 'm1', 'p', 'm1', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'm1', 'p', 'g2', 'r1', 's']",S|R1|G2|M1|P|M1|D1|N2|S',S'|N2|D1|M1|P|G2|R1|S,సంపూర్ణ,,8,హనుమతోడి,,[],"['ముఖరీ', 'ఆనందభైరవి', 'ఆనంద', 'పున్నాగవరాలి', ' అసావేరి']",,1
4858,bhanukokila,భానుకోకిల,"['s', 'm1', 'p', 'd3', 'n3', 's.']","['s.', 'n3', 'd3', 'p', 'm1', 'g2', 's']",S|M1|P|D3|N3|S',S'|N3|D3|P|M1|G2|S,ఔడవ-షాడవ,,12,రూపవతి,,[],"['వరుణప్రియ', 'రూపవతి', 'యౌచన', 'యతికర్సన', ' వీరవసంతం']",,0
4864,chaya saindhavi,ఛాయాసైన్ధవి,"['s', 'r1', 'g2', 'm1', 'p', 'd2', 'p', 'n3', 's.']","['s.', 'n3', 'd2', 'p', 'm1', 'g2', 's']",S|R1|G2|M1|P|D2|P|N3|S',S'|D2|N3|P|M1|G2|S,సంపూర్ణ-షాడవ,,11,కోకిలప్రియ,,[],"[' షరుత్తి', 'సౌరాస్త్రం', 'సింధు', 'దేవి', 'ఆహిరి']",,1
4868,kamalamanohari,కమలామనోహరి,"['s', 'g3', 'm1', 'p', 'n3', 's.']","['s.', 'n3', 'd1', 'p', 'm1', 'g3', 's']",S|G3|M1|P|N3|S',S'|N3|D1|P|M1|G3|S,ఔడవ-షాడవ,,27,సరసాంగి,,[],"['ఆరభి', 'కేదరం', 'పూర్ణచంద్రిక', 'నాదానమక్రియ', 'మాయామాళవగౌళ రాగము']",,0
4870,muhurtha dhanyasi,ముహూర్తధన్యాసి,"['s', 'g2', 'm1', 'p', 'n2', 's.']","['s.', 'n2', 'd2', 'p', 'm1', 'g2', 'r1', 's']",S|G2|M1|P|N2|S',S'|N2|D2|P|M1|G2|R1|S,ఔడవ-సంపూర్ణ,,10,నాటకప్రియ,,[],"['తోడీ', 'ఖరహరప్రియ', 'ధన్యాసి', 'కపి', 'శ్రీ']",,0
4888,manji,మాంజి,"['s', 'r2', 'g2', 'r2', 'g2', 'm1', 'n2', 'd1', 'n2', 's.']","['s.', 'n2', 'd1', 'p', 'm1', 'p', 'g2', 'r2', 's']",S|G2|R2|G2|M1|N2|D1|N2|S',S'|N2|D1|P|M1|P|G2|R2|S,షాడవ-సంపూర్ణ,,20,నరభైరవి,,[],"['తోడీ', 'భైరవి', 'ఖరహరప్రియ', 'ధన్యాసి', 'కపి']",Raga pravaha by Dhandapani MN & D pattammal,1
4894,tarunipriya,తరుణిప్రియ,"['s', 'g3', 'r2', 'g3', 'm2', 'd2', 'n2', 'd2', 's.']","['s.', 'n2', 'p', 'm2', 'r2', 's']",S|G3|R2|G3|M2|D2|N2|D2|S',S'|N2|P|M2|R2|S,షాడవ-ఔడవ,,64,వాచస్పతి,,[],"['కాంభోజి', 'యదుకులకాంభోజి', 'హరికాంభోజి', 'ఖమస్', 'కేదారగౌళ']",,1
4931,dhenuka,ధేనుక,"['s','r1','g2','m1','p','d1','n3','s.']","['s.','n3','d1','p','m1','g2','r1','s']",S|R1|G2|M1|P|D1|N3|S',S'|N3|D1|P|M1|G2|R1|S,సంపూర్ణ,9,,,నేత్ర,[],,,0
4932,rupavathi,రూపవతి,"['s','r1','g2','m1','p','d3','n3','s.']","['.'s','n3','d3','p','m1','g2','r1','s']",S|R1|G2|M1|P|D3|N3|S',S'|N3|D3|P|M1|G2|R1|S,సంపూర్ణ,12,,,నేత్ర,[],,,0
4933,vagdheeswari,వాగధీశ్వరి,"['s','r3','g3','m1','p','d2','n2','s.']","['s.','n2','d2','p','m1','g3','r3','s']",S|R3|G3|M1|P|D2|N2|S',S'|N2|D2|P|M1|G3|R3|S,సంపూర్ణ,34,,,ఋతు,[],,,0
4934,gavambodhi,గవాంబోధి,"['s','r1','g2','m2','p','d1','n1','s.']","['s.','n1','d1','p','m2','g2','r1','s']",S|R1|G2|M2|P|D1|N1|S',S'|N1|D1|P|M2|G2|R2|S,సంపూర్ణ,43,,,వసు,[],,,0
4935,kosalam,కోసలం,"['s',r3','g3','m2','p','d2,'n3','s.']","['s.',n3','d2','p','m2','g3','r3','s']",S|R3|G3|M2|P|D2|N3|S',S'|N3|D2|P|M2|G3|R3|S,సంపూర్ణ,71,,,ఆదిత్య,[],,,0
4936,Vasantha,వసంత,"['s','g3','m1','d2','n3','s.']","['s.','n3','d2',m1','g3',r1','s']",S|G3|M1|D2|N3|S',S'|N3|D2|M1|G3|R1|S,ఔడవ-షాడవ,17,,సూర్యకాంతం,,[],,,0
4937,reethigouwla,రీతిగౌళ,"['s','g2','r2','m1','d1','n2','s.']","['s.','n2','d1','m1','g2','r2','s']",S|G2|R2|G2|M1|N2|N2|S',S'|N2|D1|M1|P|D1|M1|G2|R2|S|N2|P|S|N2|S,ఔడవ-సంపూర్ణ,,20,నరభైరవి,,[],,,2
